OBJECTID	Park Location	Address	Point_ID	Date	Num	Comments	Other	GlobalID	Review	"Status (0=no decline, 3=severe decline)"	Status Notes	x	y
178	west tiger mountain trail		1wtmt	"5-20, 2019"		dead sword fern at 1400 feet. maybe uppermost of 150 dead?	"e,w"	3efc1a78-c952-46ce-be0c-b99442fdf494		1	usually dead in clumps of no greater than 5. made no effort to reconoiter off trail	-121.9888374	47.52041901
183	marine view park			"5-16, 2-019"		no dead on main trail to shore		b40ca101-a05e-4759-8edf-1f1768af2716				-122.3409006	47.41344337
185	nw quadrant pioneer park mercer island			"april 21, 2019"				8032a5c0-3811-4b77-84b0-be8b753ae81b				-122.2246	47.54431319
186	schmitz park	west seattle		"april 12, 2019"		two big dead ferns either side of a trail.		8ba4d2cc-b20e-4d64-a75c-b5deabb87ef0				-122.4007246	47.5748373
187	gallagher hill			"april 17, 2019"		couple dead		bfb56770-2e11-4fb6-ba83-f510430e920a				-122.2165319	47.57881804
188	ravenna park seattle			"5-07, 2019"		couple dead in restoration site		601e1991-f9c7-4f5b-a82e-ab35d9e400ac				-122.3089502	47.67258865
189	hamlin park just north of seattle			"march 15, 2019"		couple dead in two places		6ab5ef77-f5e9-4f2b-a408-8e1928b21072				-122.3084352	47.74691845
190	west duwamish greenbelt			"january 21, 2019"		7 scattered dead		f3c05673-f6ce-499d-8a58-a924f2003ff3				-122.3491189	47.54140174
191	st. edwards  east shore lk washington			"january 18, 2019"		couple dead in earlier m more extensive survey found 14 scattered dead.		78b9d542-c71a-4efb-b4e5-12c0f60ed897				-122.2571084	47.73248817
192	big hill park	juanita		"january18, 2019"		couple dead on trail adjacent to juanita drive.		22ec8952-4cbf-4fc1-806a-c1a067fc5584				-122.2426889	47.72342391
193	juanita woodlands park			"january 18, 2019"		couple dead on trail thru park		8afa4d0c-c997-45c6-916e-1747d0412a04				-122.237539	47.7066191
194	homestead park	mercer island		"january 09, 2019"		only tree sword ferns other than small planted ones.		c378800e-6e3f-406b-a1d6-31117386c1a6				-122.2311446	47.5735779
195	skyway park			"january 4, 2019"		svery few ferns and no dead		ec8191dc-98d1-4464-9a27-4aa7eaa5b76f				-122.2432038	47.49482577
196	pioneer park ne quadrant	mercer island		"december 26, 2018"		seven dead but probably planted		1d72a20e-c35e-458e-adee-3742ee39a782				-122.2193161	47.54082508
197	mercerdale park	mercer island		"december 24, 2018"		10+ dead scattered and some associated with restoration.		e9ea7c2f-d870-48d0-9b9c-5471177929ed				-122.2385422	47.58009455
198	discovery park	magnolia seattle		"12-12, 2018"		maybe 2 dead on 2.8 mile loop trail.		f62442ec-f206-4822-ab16-74e50400015f				-122.41913	47.66345888
199	fauntleroy	west seattle		"12-14, 2018"		couple dead		d62cc348-96e3-4543-9402-2ff78b9e5d34				-122.3834244	47.51990409
200	spring lake lake desire park	ding county		"11-12, 2018"		3 dead on trail to bald mountain.		5be3f4eb-9fd8-4269-b198-08a7470a319b				-122.0989385	47.43903953
201	leschi park	seattle		"oct 26, 2018"		no dead		3c8cb14a-ba9d-4bcb-bb87-0e80795224ed				-122.2875944	47.60110725
202	robinswood	bellevue		"10-13, 2018"		one or two dead		46a363f4-c40a-4606-bfab-1b52b83e598a				-122.1400085	47.58715762
203	burke gilman park	seattle		"october 11, 2018"		0 dead		c0f5158e-8f94-4a8c-b113-ba0401949737				-122.2827021	47.66672481
204	pioneer park ne quadrant	mercer island		"10-03, 2018"		one dead		8a8a56c9-7279-498b-873e-93383443e9cb				-122.2200886	47.54383794
205	parkwood ridge open space	mercer island		"october 3, 2018"		one dead		09188ebe-596f-4643-b575-02c1fbe42d7e				-122.2151533	47.55257136
206	westcrest	west seattle		"9-26, 2018"		2 dead		aa207c64-525d-445d-a517-58c533595f7e				-122.3403374	47.52517859
207	farrel mcwhirter	redmond		"august 18, 2018"			1 dead	be77f349-e7d1-46b5-8f3e-98d529918988				-122.0813862	47.69558894
208	chism beach park	bellevue		"august 13, 2018"		couple dead		ecd28b9e-a76f-4a31-83e7-6a58a78414b8				-122.2097889	47.60018125
209	killarney glen park	bellevue		"auguat 13, 2018"		3 dead newly planted		7df37313-b5a8-4b09-8fc2-fd6390e5e627				-122.2035233	47.59387243
210	boeing creek park	shoreline		"august 09, 2018"		one or two dead		681eb796-f19d-424d-8609-0223c023e805				-122.3660008	47.75350005
211	northacres park	seattle		"august 09, 2018"		one or two dead		35aa21ef-4e26-46c3-b4dc-c3fd5b0cbe6e				-122.3275058	47.72234401
212	twin ponds	north of seattle		"8-09, 2018"		no dead		cdd3d983-c004-46e9-95c7-2c56777cc744				-122.3300378	47.738884
213	westcrest park	mercer island		"september 26, 2018"		wandered trails for 1 and 1/2 hours. 2 dead.		23b2652a-bf8d-417d-971f-39496cdcf0fb				-122.2242085	47.55165898
214	pigeon point park	west seattle		"september 22, 2018"		"degraded slopes, 10  or so scattered dead"		dfd34101-1269-420d-90bc-44348341ee75				-122.3583619	47.56202728
215	carkeek park	seattle		"july 28, 2018"		no dead		80eb5091-76b2-4b6c-b3d0-47210da2458c				-122.3736398	47.71239728
216	jim whitaker trail	cougar mountain	1jwy	"5-23, 2019"		24 dead to this point. 4 dead in picture. 104 dead along length of whittaker trail.	"nw,e"	f720614a-d7e3-40d1-9ab6-29039e27e6d3		1		-122.0893122	47.51214042
217	gombu wilderness cliffs trail	cougar mountain	1gwct	"5-23, 2019"		104 dead ferns to wilderness peak from trailhead.peak1600' dead ferns no longer after 1450. first dead fern going down cliffs trail at 1480'.	"sw,  e"	2b2e475d-3044-4b9f-9bf2-43d072579a76		0	just getting started?	-122.1022076	47.51384793
218	junction of nawang gombu wilderness cliffs trail a	"and whittaker trails , cougar mountain"	1ngw	"5-23, 2019"		area in picture and along creek has 20+ dead	"n, s"	78080370-9542-47cf-87ee-1da50bf52b3c		1	only 15 dead down nawang gombu trail counted	-122.0914345	47.51420518
219	seward park	seattle		"5-28, 2019"		"saw 3 or 4 dead sword ferns as early as 2014-2015. now many more in site where last year i saw one maiden hair fern, but this year lots of dead sword "	"in amongst an extensive coverage of creeping buttercup, lady fern both indicators of other than dry soil."	a1029272-6567-4895-bbe3-c145bb736a7d		2	"s,sw,ne"	-122.2541413	47.56104906
220	cedar river trail	renton to landsberg. 17 miles ?	1rtl	"5-30, 2019"		"counted 2 dead to this point, but here along 30' of trail counted 37 dead."	"w, e"	3f1996fc-d9ef-4684-bede-9250ec0ad0d5		1		-122.043239	47.39614911
221	flaming geyser state park	green river	1fgsp	"5- 30, 2019"		"2 dead in attachment 2, 20 or so dead scattered along 100' of trail."	"nw, se"	70e51d90-12ac-4de5-b0c8-892a6862aa79		1		-122.0194039	47.27436906
222	kinnear park	seattle	"january 16, 2018"			5 or so dead recently planted.		005f07b1-1de7-46c0-b0da-1864d01afc63				-122.3671685	47.62740799
223	david rogers park	queen anne -seattle		"january 16, 2018"		few ferns and no dead		82d117a2-0ddb-4f49-a14c-564f128d275d				-122.3591345	47.64424109
224	lewis park- beacon hill seattle			"january 16, 2018"		0ne dead		0523b382-4a44-4cb0-9f82-3ac68bd4cd03				-122.3169058	47.59353123
225	viewpoint prk	bellevue		"january 19, 2018"		no dead		096db101-bd2b-4cfa-b5dd-a4806d04a34a				-122.1613806	47.63125736
226	magnuson park	seattle		"february 20, 2018"		6 or so dead planted		84b5aa62-b444-44ba-aa70-30427c829672				-122.2552794	47.68115052
227	kirkland watershed park			"july 8, 2018"		one dead		378fd72a-754c-48dd-8ac1-8c04fc1defcf				-122.1896189	47.65022585
228	groveland beach park	mercer island		"july 11, 2018"		one dead		06246d76-d18c-4e64-9c76-6b67bf43ba3a				-122.2338646	47.55123063
229	stegosaurus butte	middle fork snoqualimie		"july 29, 2018"		no dead. hiked about one mile		4177efaa-ac5e-4e02-9597-11bb569ac0b5				-121.540889	47.5466975
230	swan creek	pierce county		"september 2, 2018"		"pedestrian bridge closed, walked upland. one dead"		4a4bf409-160c-4278-8471-a92987504881				-122.3964064	47.21733782
231	clark beach park	mercer island		"1-13, 2017"		no dead recorded		7b566828-3506-4bf4-89f3-510b898b44b6				-122.2155486	47.53364322
232	black river	renton		"february 1, 2017"				6316d3ff-4c00-4536-9952-b8fa98d3ff80				-122.2394095	47.47698177
233	bloedel preserve	bainbridge island		"june 30, 2017"		0 dead		ac9ee6f8-4407-4eea-a287-a75491e54404				-122.5396668	47.70819902
234	fay bainbridge park			"june 30, 2017"		no dead		dd16ca85-f696-4611-a128-3a0b7ad7c195				-122.5087785	47.70354945
235	hitts hill	columbia city- seattle		"november 30, 2017"		no dead		91b8b1eb-7aeb-4d25-9d48-74ea8159af4d				-122.2845887	47.55422563
236	aseahurst	burien		"december 9, 2017"		1 dead		0b6e5ac6-9ab5-48c0-9dda-a82f09f16bdf				-122.3578881	47.48408772
237	wetherhill nature preserve	uuanita		"january 24, 2018"		12 dead stubble planted?		bd821ccd-dcee-4434-b221-8439c3057275				-122.2228871	47.64001681
238	crystal springs park	tukwila		"january 10, 2018"				b03ba3d5-60a9-47c6-aa59-3c893e07ade7				-122.2722827	47.46089553
239	green river natural resources area			"january 10, 2018"		sort of no ferns- 0 dead		fd3c0726-568a-4720-abfd-99f78e0f137b				-122.2652874	47.40599995
240	lake fenwick	kent		"january 10, 2018"		2 dead		6feef641-309c-4e5b-af7b-bdbe99be058e				-122.2678624	47.36962298
241	yarrow bay	juanita		"january 14, 2018"		less than 10 ferns seen- 0 dead		957f7432-1761-4ca6-badf-2e7b89dac183				-122.2089826	47.64643572
242	north mercerdale park		2nmp	"august 14, 2019"		photo in restoration site more than 154 dead in park. kim frappier found 100 more dead. probably in and around restoration site.		9c9c2ec7-b540-492f-b322-d04212587a0b				-122.2393314	47.5856189
243	luther burbank	mercer island	3lb	"august18, 2019"		40 dead. no more seem to stressed or dying. some other than 40 are little more than stubble but displaying new growth. dead all planted ?	"sw,sw,w"	40c18bf8-7979-417c-a25a-d1f3ed6902f1		1		-122.2270354	47.59187638
244								c4d6a434-87d0-43dc-bf60-b3258904f863				-122.2270555	47.59187494
245	luther burbank	mercer island	4lb	"august 18, 2019"		20 or so dead in restoration project between two trails	"ne,ne,w"	2eba6f60-1dfb-40df-92f7-d424c60e30cd		1		-122.2267148	47.59290422
246	upper luther burbank park	mercer island	4ulb	"august 19, 2019"		"80+ dead west slope, picture shows 2 sickly looking ferns of which none were seen so yellowish green in luther burbank park among 60 or so dead."	"ne,sw"	06c34650-d6c0-4ae2-9611-f1d88b2d305f		2	328+ dead in park. 40 or so dead east of ridge trail and between trail down to creek. couple of new patches of ferns present.	-122.2259156	47.58316598
247	gallagher hills open space	mercer island	2ghos	"august 22, 2019"		10 or so dead upstream continuing beyond other side of bridge. perhaps most concerning is a number of sickly appearing ferns. 	"s,s,n"	c2242776-e229-406c-b40b-e49235f6de64		1		-122.2159959	47.57911912
248	se 53rd st oprn space	mercer island	2se53	"august 22, 2019"		"counted over 110 dead. many still are dying, acer mac leaves no problem in seeing dead ferns."	"sw,ne"	0378b88e-c3dc-4fae-b226-67820eb69143		2		-122.2140266	47.55502071
249	parkwood ridge open space	mercer island	2pwr	"august 30, 2019"		"2 or more dead ferns, but also some have at least touch of a sickly yellowish green color."	"nw, e"	e0f1cf26-9906-4df3-a96a-094a1ad1e8a1		1		-122.2147539	47.55227771
250	engstrom preserve	mercer island	1ep	"september 1, 2019"		17deadfernsq towards east mercer way.	"n,nwq"	f9a4b2c0-1bec-459b-9175-de98ccd2c644		1		-122.2148166	47.54436923
251	westcrest	mercer island	2wc	"september 2, 2019"		"nw,s"	"43 or so dead within area, but  many  othets dying replete with the all to typical"	ed852f6c-5bd4-4043-a341-f12ae3945e50		1	yellowish green fronds. 	-122.2258012	47.5509691
252	soaring eagle		1sek	"9-24, 2019"		ten dead at start of trail	"e,w"	0f2860f9-e971-4e56-b2fc-e554f571d6f9		1		-121.9796545	47.60187377
253	soaring eagle  - 30 acres park.  issaquah highland	blue jay way	1bjw	"9-24, 2019"		counted about  20 dead in area but probably many more hidden by trailing blackberry.	"sw,sw,sw, n"	cd572230-54b9-4494-bb38-a06fb1a4c43c		1		-121.9821041	47.60213156
254	soaring eagle	nort trail.?	1nt?	"9-24, 2019"		a couple dead. checked out mounds of moss at least one covered sword fern stubble.	"ne,ne,sw"	a7cc0eb2-2e8c-4f5b-9da7-72a0bfed1a3e		1		-121.9871325	47.60584927
256	east duwamish greenbelt	seattle	2edg	"10-31, 2019"		now about 16 dead in area	"w,nw"	701326e9-ce97-46ff-97ce-2915fe050d29		1		-122.2824507	47.51927732
257	east duwamish greenbelt	seattle	3edg	"10-31, 2019"		about 10 dead up hillside	"w, nw"	e72adfbe-049e-4066-99a8-e6803e15aa90		1		-122.2820071	47.52014202
258	west duwamish greenbelt	seattle	1wdg	"11-01, 2019"		25 or so dead in about an area 100 feet by 100 feet. many others sickly looking green. others struggling but with fronds with attenuated pinae. restor	"nw,sw"	dbd553f9-18e1-4154-9f03-bff8efd4e27f		1	ation site? herbicide killing ferns?	-122.3472798	47.54576837
259								d0d6ef51-7dca-4f06-b3d9-872bcb7121ec		1		-122.3472343	47.54568077
